fragment_name,label
fragment_1679557260965,1
fragment_1679557269186,1
fragment_1679557269447,1
fragment_1679557269726,1
fragment_1679557270095,1
fragment_1679557270404,1
fragment_1679557270698,1
fragment_1679557270927,1
fragment_1679557271153,1
fragment_1679557271377,1
fragment_1679557271604,1
fragment_1679557271834,1
fragment_1679557272058,1
fragment_1679557272283,1
fragment_1679557272511,1
fragment_1679557272736,1
fragment_1679557272970,1
fragment_1679557273194,1
fragment_1679557273423,1
fragment_1679557273646,1
fragment_1679557273870,1
fragment_1679557274100,1
fragment_1679557274333,1
fragment_1679557274561,1
fragment_1679557274788,1
fragment_1679557274978,1
fragment_1679557275206,1
fragment_1679557275430,1
fragment_1679557275686,1
fragment_1679557275927,1
fragment_1679557276164,1
fragment_1679557276400,1
fragment_1679557276657,1
fragment_1679557276886,1
fragment_1679557277117,1
fragment_1679557277340,1
fragment_1679557277573,1
fragment_1679557277803,1
fragment_1679557278131,1
fragment_1679557278326,1
fragment_1679557278566,1
fragment_1679557278796,1
fragment_1679557279055,1
fragment_1679557279296,1
fragment_1679557279589,1
fragment_1679557279841,1
fragment_1679557280091,1
fragment_1679557280319,1
fragment_1679557280546,1
fragment_1679557280771,1
fragment_1679557280998,1
fragment_1679557281226,1
fragment_1679557281453,1
fragment_1679557281681,1
fragment_1679557281916,1
fragment_1679557282174,1
fragment_1679557282400,1
fragment_1679557282637,1
fragment_1679557282912,1
fragment_1679557283148,1
fragment_1679557283413,1
fragment_1679557283681,1
fragment_1679557283911,1
fragment_1679557284141,1
fragment_1679557284366,1
fragment_1679557284606,1
fragment_1679557284839,1
fragment_1679557285077,1
fragment_1679557285309,1
fragment_1679557285536,1
fragment_1679557285784,1
fragment_1679557286024,1
fragment_1679557286269,1
fragment_1679557286504,1
fragment_1679557286742,1
fragment_1679557286988,1
fragment_1679557287219,1
fragment_1679557287453,1
fragment_1679557287678,1
fragment_1679557287873,1
fragment_1679557288104,1
fragment_1679557288330,1
fragment_1679557288554,1
fragment_1679557288903,1
fragment_1679557289133,1
fragment_1679557289362,1
fragment_1679557289595,1
fragment_1679557289830,1
fragment_1679557290081,1
fragment_1679557290321,1
fragment_1679557290552,1
fragment_1679557290809,1
fragment_1679557291068,1
fragment_1679557291328,1
fragment_1679557291578,1
fragment_1679557291841,1
fragment_1679557292078,1
fragment_1679557292321,1
fragment_1679557292553,1
fragment_1679557292807,1
fragment_1679557293034,1
fragment_1679557293264,1
fragment_1679557293494,1
fragment_1679557293729,1
fragment_1679557293958,1
fragment_1679557294192,1
fragment_1679557294428,1
fragment_1679557294629,1
fragment_1679557294866,1
fragment_1679557295093,1
fragment_1679557295339,1
fragment_1679557295567,1
fragment_1679557295812,1
fragment_1679557296031,1
fragment_1679557296270,1
fragment_1679557296500,1
fragment_1679557296740,1
fragment_1679557296971,1
fragment_1679557297209,1
fragment_1679557297410,1
fragment_1679557297647,1
fragment_1679557297892,1
fragment_1679557298122,1
fragment_1679557298362,1
fragment_1679557298588,1
fragment_1679557298873,1
fragment_1679557299106,1
fragment_1679557299360,1
fragment_1679557299605,1
fragment_1679557299955,1
fragment_1679557300153,1
fragment_1679557300379,1
fragment_1679557300608,1
fragment_1679557300836,1
fragment_1679557301060,1
fragment_1679557301290,1
fragment_1679557301483,1
fragment_1679557301716,1
fragment_1679557301952,1
fragment_1679557302190,1
fragment_1679557302422,1
fragment_1679557302653,1
fragment_1679557302844,1
fragment_1679557303075,1
fragment_1679557303301,1
fragment_1679557303534,1
fragment_1679557303761,1
fragment_1679557303991,1
fragment_1679557304185,1
fragment_1679557304412,1
fragment_1679557304642,1
fragment_1679557304870,1
fragment_1679557305097,1
fragment_1679557305322,1
fragment_1679557305521,1
fragment_1679557305753,1
fragment_1679557305979,1
fragment_1679557306205,1
fragment_1679557306435,1
fragment_1679557306662,1
fragment_1679557306890,1
fragment_1679557307120,1
fragment_1679557307345,1
fragment_1679557307572,1
fragment_1679557307801,1
fragment_1679557308033,1
fragment_1679557308262,1
fragment_1679557309373,1
fragment_1679557309602,1
fragment_1679557309832,1
fragment_1679557310064,1
fragment_1679557310315,1
fragment_1679557310540,1
fragment_1679557310767,1
fragment_1679557311077,1
fragment_1679557311307,1
fragment_1679557311538,1
fragment_1679557311768,1
fragment_1679557312000,1
fragment_1679557312229,1
fragment_1679557312425,1
fragment_1679557312654,1
fragment_1679557312877,1
fragment_1679557313105,1
fragment_1679557313337,1
fragment_1679557313568,1
fragment_1679557313762,1
fragment_1679557313996,1
fragment_1679557314222,1
fragment_1679557314448,1
fragment_1679557314685,1
fragment_1679557314912,1
fragment_1679557315103,1
fragment_1679557315335,1
fragment_1679557315566,1
fragment_1679557315795,1
fragment_1679557316021,1
fragment_1679557316260,1
fragment_1679557316455,1
fragment_1679557316689,1
fragment_1679557316885,1
fragment_1679557317114,1
fragment_1679557317344,1
fragment_1679557317575,1
fragment_1679557317798,1
fragment_1679557318030,1
fragment_1679557318263,1
fragment_1679557318488,1
fragment_1679557318715,1
fragment_1679557318941,1
fragment_1679557319155,1
fragment_1679557319383,1
fragment_1679557319613,1
fragment_1679557319845,1
fragment_1679557320073,1
fragment_1679557320299,1
fragment_1679557320529,1
fragment_1679557320755,1
fragment_1679557320985,1
fragment_1679557321214,1
fragment_1679557321562,1
fragment_1679557321788,1
fragment_1679557321981,1
fragment_1679557322212,1
fragment_1679557322436,1
fragment_1679557322664,1
fragment_1679557322892,1
fragment_1679557323118,1
fragment_1679557323312,1
fragment_1679557323543,1
fragment_1679557323771,1
fragment_1679557323997,1
fragment_1679557324228,1
fragment_1679557324452,1
fragment_1679557324647,1
fragment_1679557324875,1
fragment_1679557325102,1
fragment_1679557325333,1
fragment_1679557325560,1
fragment_1679557325786,1
fragment_1679557325991,1
fragment_1679557326220,1
fragment_1679557326450,1
fragment_1679557326679,1
fragment_1679557326903,1
